"timepoints","Strain_Type","Value","Plate","Position","Name","Description","Species","y","Treatment","Highest_Value"
27.6241666666667,"X350",0.067,"plate 1","H7","I1M15","Pseudomonadales","Neptunomonas phycophila",0.0664,"Serine - C",0.067
27.6241666666667,"X352",0.066,"plate 1","H8","I1R14","Alteromonadales","Pseudoalteromonas carrageenovora",0.0697,"Serine - C",0.0697
27.6241666666667,"X354",0.0626,"plate 1","H9","I2M14","Pseudomonadales",NA,0.0628,"Serine - C",0.0628
27.6241666666667,"X356",0.0957,"plate 1","H10","I2M16","Pseudomonadales","Neptunomonas phycophila",0.1251,"Serine - C",0.1251
27.6241666666667,"X360",0.0666,"plate 1","H12","I2M19","Flavobacteriales",NA,0.089,"Serine - C",0.089
46.1291666666667,"X2",0.0753,"plate 1","A1","1A01","Vibrionales","Vibrio lentus/splendidus",0.0698,"Serine - C",0.0753
46.1291666666667,"X4",0.1669,"plate 1","A2","3B05","Pseudomonadales","Neptunomonas phycophila",0.1254,"Serine - C",0.1669
46.1291666666667,"X6",0.0697,"plate 1","A3","3C02","Vibrionales","Vibrio splendidus",0.0614,"Serine - C",0.0697
46.1291666666667,"X8",0.0801,"plate 1","A4","3D04","Alteromonadales","Alteromonas stellipolaris",0.0837,"Serine - C",0.0837
46.1291666666667,"X10",0.1731,"plate 1","A5","4B03","Alteromonadales","Alteromonas sp000597705",0.1281,"Serine - C",0.1731
46.1291666666667,"X12",0.1132,"plate 1","A6","4B04","Vibrionales","Vibrio splendidus",0.0629,"Serine - C",0.1132
46.1291666666667,"X14",0.0714,"plate 1","A7","4D01","Alteromonadales","Pseudoalteromonas marina",0.0649,"Serine - C",0.0714
46.1291666666667,"X16",0.0667,"plate 1","A8","4G03","Flavobacteriales","Tenacibaculum discolor",0.0631,"Serine - C",0.0667
46.1291666666667,"X18",0.0702,"plate 1","A9","4G09","Alteromonadales","Pseudoalteromonas marina",0.0628,"Serine - C",0.0702
46.1291666666667,"X20",0.0838,"plate 1","A10","5F06","Flavobacteriales","Maribacter dokdonensis",0.0784,"Serine - C",0.0838
46.1291666666667,"X22",0.1075,"plate 1","A11","5G01","Pseudomonadales","Neptunomonas phycophila",0.0927,"Serine - C",0.1075
46.1291666666667,"X24",0.0737,"plate 1","A12","6B07","Flavobacteriales","Maribacter dokdonensis",0.0946,"Serine - C",0.0946
46.1291666666667,"X50",0.0776,"plate 1","B1","6C01","Alteromonadales","Alteromonas stellipolaris",0.0744,"Serine - C",0.0776
46.1291666666667,"X52",0.0925,"plate 1","B2","6D03","Vibrionales","Vibrio penaeicida",0.0924,"Serine - C",0.0925
46.1291666666667,"X54",0.3929,"plate 1","B3","6E01","Vibrionales","Vibrio penaeicida",0.4136,"Serine - C",0.4136
46.1291666666667,"X56",0.062,"plate 1","B4","6E02","Vibrionales","Vibrio splendidus",0.0595,"Serine - C",0.062
46.1291666666667,"X58",0.0657,"plate 1","B5","6E03","Vibrionales","Vibrio splendidus",0.0685,"Serine - C",0.0685
46.1291666666667,"X60",0.0897,"plate 1","B6","B3R02_2","Alteromonadales",NA,0.0632,"Serine - C",0.0897
46.1291666666667,"X62",0.0683,"plate 1","B7","A1M10","Flavobacteriales","Cellulophaga lytica",0.0659,"Serine - C",0.0683
46.1291666666667,"X64",0.072,"plate 1","B8","A1R05","Alteromonadales","Paraglaciecola chathamensis",0.07,"Serine - C",0.072
46.1291666666667,"X66",0.0785,"plate 1","B9","A1R06","Alteromonadales","Pseudoalteromonas carrageenovora",0.08,"Serine - C",0.08
46.1291666666667,"X68",0.0743,"plate 1","B10","A1R11","Alteromonadales","Pseudoalteromonas carrageenovora",0.0742,"Serine - C",0.0743
46.1291666666667,"X70",0.0646,"plate 1","B11","A2M07","Flavobacteriales",NA,0.0688,"Serine - C",0.0688
46.1291666666667,"X72",0.4127,"plate 1","B12","A2R01","Pseudomonadales","Cobetia amphilecti",0.3721,"Serine - C",0.4127
46.1291666666667,"X98",0.0894,"plate 1","C1","A2R16","Pseudomonadales","Neptunomonas phycophila",0.0855,"Serine - C",0.0894
46.1291666666667,"X100",0.0633,"plate 1","C2","A2R20","Pseudomonadales",NA,0.0615,"Serine - C",0.0633
46.1291666666667,"X102",0.0627,"plate 1","C3","A3M03","Flavobacteriales","Zobellia galactanivorans",0.0619,"Serine - C",0.0627
46.1291666666667,"X104",0.1208,"plate 1","C4","A3R06","Rhodobacterales","Epibacterium mobile",0.1244,"Serine - C",0.1244
46.1291666666667,"X106",0.0645,"plate 1","C5","B1M15","Flavobacteriales","Cobetia amphilecti",0.0655,"Serine - C",0.0655
46.1291666666667,"X108",0.1667,"plate 1","C6","B1R08","Pseudomonadales",NA,0.1665,"Serine - C",0.1667
46.1291666666667,"X110",0.0683,"plate 1","C7","B1R10","Alteromonadales","Cobetia marina",0.0711,"Serine - C",0.0711
46.1291666666667,"X112",0.0866,"plate 1","C8","B1R15","Alteromonadales","Shewanella sp002873615",0.0904,"Serine - C",0.0904
46.1291666666667,"X114",0.1717,"plate 1","C9","B2M13","Pseudomonadales","Shewanella sp002873615",0.2127,"Serine - C",0.2127
46.1291666666667,"X116",0.0763,"plate 1","C10","A3R12","Alteromonadales","Paraglaciecola chathamensis",0.0797,"Serine - C",0.0797
46.1291666666667,"X118",0.1902,"plate 1","C11","B2R09","Rhodobacterales","Roseovarius nubinhibens",0.1906,"Serine - C",0.1906
46.1291666666667,"X120",0.0774,"plate 1","C12","B3M03","Rhodobacterales",NA,0.0766,"Serine - C",0.0774
46.1291666666667,"X146",0.0659,"plate 1","D1","B3M08","Rhodobacterales",NA,0.0661,"Serine - C",0.0661
46.1291666666667,"X148",0.0697,"plate 1","D2","G2R10","Vibrionales","Vibrio splendidus",0.0654,"Serine - C",0.0697
46.1291666666667,"X150",0.069,"plate 1","D3","B3R02","Alteromonadales",NA,0.0655,"Serine - C",0.069
46.1291666666667,"X152",0.0649,"plate 1","D4","C2M01","Vibrionales",NA,0.0618,"Serine - C",0.0649
46.1291666666667,"X154",0.0763,"plate 1","D5","C2M04","Alteromonadales","Agarivorans sp005405585",0.0691,"Serine - C",0.0763
46.1291666666667,"X156",0.1039,"plate 1","D6","C2R09","Rhodobacterales",NA,0.205,"Serine - C",0.1039
46.1291666666667,"X158",0.064,"plate 1","D7","C2R11","Alteromonadales","Shewanella sp002873135",0.0633,"Serine - C",0.064
46.1291666666667,"X160",0.1322,"plate 1","D8","C2R13","Pseudomonadales","Cobetia amphilecti",0.1642,"Serine - C",0.1642
46.1291666666667,"X162",0.0694,"plate 1","D9","C2R21","Alteromonadales","Pseudoalteromonas carrageenovora",0.072,"Serine - C",0.072
46.1291666666667,"X164",0.0687,"plate 1","D10","C3M06","Rhodobacterales",NA,0.0647,"Serine - C",0.0687
46.1291666666667,"X166",0.0852,"plate 1","D11","C3M08","Alteromonadales","Pseudoalteromonas carrageenovora",0.0843,"Serine - C",0.0852
46.1291666666667,"X168",0.0802,"plate 1","D12","C3M10","Alteromonadales","Pseudoalteromonas carrageenovora",0.0801,"Serine - C",0.0802
46.1291666666667,"X194",0.0629,"plate 1","E1","C3M11","Flavobacteriales",NA,0.0631,"Serine - C",0.0631
46.1291666666667,"X198",0.0947,"plate 1","E3","B3M02","Alteromonadales","Psychromonas sp003318165",0.098,"Serine - C",0.098
46.1291666666667,"X202",0.0651,"plate 1","E5","C3R12","Vibrionales","Vibrio sp000272145",0.0666,"Serine - C",0.0666
46.1291666666667,"X204",0.225,"plate 1","E6","C3R14","Alteromonadales","Shewanella sp002873135",0.065,"Serine - C",0.065
46.1291666666667,"X206",0.0772,"plate 1","E7","D2M19","Pseudomonadales",NA,0.0642,"Serine - C",0.0772
46.1291666666667,"X208",0.0656,"plate 1","E8","D2R05","Alteromonadales",NA,0.0627,"Serine - C",0.0656
46.1291666666667,"X210",0.0997,"plate 1","E9","C2R07_2","Rhodobacterales",NA,0.1045,"Serine - C",0.1045
46.1291666666667,"X212",0.0778,"plate 1","E10","D3M06","Pseudomonadales","Acinetobacter guillouiae",0.0779,"Serine - C",0.0779
46.1291666666667,"X214",0.0641,"plate 1","E11","D3M17","Flavobacteriales","Arenibacter palladensis",0.0618,"Serine - C",0.0641
46.1291666666667,"X216",0.0726,"plate 1","E12","AS88","Alteromonadales",NA,0.0671,"Serine - C",0.0726
46.1291666666667,"X242",0.0679,"plate 1","F1","D3R04","Alteromonadales","Shewanella sp002873135",0.061,"Serine - C",0.0679
46.1291666666667,"X244",0.0624,"plate 1","F2","AS94","Flavobacteriales",NA,0.0617,"Serine - C",0.0624
46.1291666666667,"X246",0.0645,"plate 1","F3","D3R19","Flavobacteriales",NA,0.0657,"Serine - C",0.0657
46.1291666666667,"X250",0.2611,"plate 1","F5","E2M18","Vibrionales",NA,0.2533,"Serine - C",0.2611
46.1291666666667,"X252",0.0738,"plate 1","F6","E2R12","Alteromonadales","Paraglaciecola chathamensis",0.0693,"Serine - C",0.0738
46.1291666666667,"X254",0.0624,"plate 1","F7","12B01","Vibrionales","Vibrio splendidus",0.0657,"Serine - C",0.0657
46.1291666666667,"X256",0.0853,"plate 1","F8","E3M02","Rhodobacterales",NA,0.0864,"Serine - C",0.0864
46.1291666666667,"X258",0.0655,"plate 1","F9","YB2","Vibrionales","Vibrio coralliilyticus",0.0646,"Serine - C",0.0655
46.1291666666667,"X260",0.0656,"plate 1","F10","E3M18","Flavobacteriales",NA,0.0712,"Serine - C",0.0712
46.1291666666667,"X264",0.0655,"plate 1","F12","AS40","Flavobacteriales","Algibacter lectus",0.0742,"Serine - C",0.0742
46.1291666666667,"X290",0.0638,"plate 1","G1","B2R14_2","Flavobacteriales",NA,0.0623,"Serine - C",0.0638
46.1291666666667,"X292",0.0695,"plate 1","G2","F1R01","Alteromonadales","Shewanella sp002873615",0.0726,"Serine - C",0.0726
46.1291666666667,"X294",0.0684,"plate 1","G3","F1R06","Alteromonadales","Pseudoalteromonas carrageenovora",0.0697,"Serine - C",0.0697
46.1291666666667,"X296",0.0716,"plate 1","G4","F2M12","Alteromonadales","Alteromonas stellipolaris",0.0735,"Serine - C",0.0735
46.1291666666667,"X298",0.0612,"plate 1","G5","F2R02","Vibrionales","Vibrio splendidus",0.0613,"Serine - C",0.0613
46.1291666666667,"X300",0.0629,"plate 1","G6","F2R05","Vibrionales","Vibrio splendidus",0.0615,"Serine - C",0.0629
46.1291666666667,"X302",0.0702,"plate 1","G7","F2R13","Rhodobacterales","Shimia thalassica",0.0655,"Serine - C",0.0702
46.1291666666667,"X304",0.0643,"plate 1","G8","F3M04","Flavobacteriales","Zobellia uliginosa",0.0691,"Serine - C",0.0691
46.1291666666667,"X306",0.0891,"plate 1","G9","F3M06","Alteromonadales","Alteromonas stellipolaris",0.0846,"Serine - C",0.0891
46.1291666666667,"X308",0.0636,"plate 1","G10","F3M07","Alteromonadales",NA,0.0701,"Serine - C",0.0701
46.1291666666667,"X310",0.0908,"plate 1","G11","F3M13","Alteromonadales","Alteromonas stellipolaris",0.0978,"Serine - C",0.0978
46.1291666666667,"X312",0.0758,"plate 1","G12","G1M15","Vibrionales","Photobacterium sanguinicancri",0.0707,"Serine - C",0.0758
46.1291666666667,"X338",0.0633,"plate 1","H1","1A01_rep","Vibrionales","Vibrio lentus/splendidus",0.0703,"Serine - C",0.0703
46.1291666666667,"X340",0.0647,"plate 1","H2","G2R05","Flavobacteriales","Cellulophaga sp002813425",0.0699,"Serine - C",0.0699
46.1291666666667,"X342",0.0626,"plate 1","H3","G2R07","Flavobacteriales","Cellulophaga sp002813425",0.0666,"Serine - C",0.0666
46.1291666666667,"X344",0.076,"plate 1","H4","G2R13","Rhodobacterales","Shimia thalassica",0.0756,"Serine - C",0.076
46.1291666666667,"X346",0.0668,"plate 1","H5","G3M07","Alteromonadales",NA,0.0686,"Serine - C",0.0686
46.1291666666667,"X348",0.0646,"plate 1","H6","G3M13","Alteromonadales","Alteromonas_B sp002729795",0.0671,"Serine - C",0.0671
46.1291666666667,"X350",0.2231,"plate 1","H7","I1M15","Pseudomonadales","Neptunomonas phycophila",0.1429,"Serine - C",0.2231
46.1291666666667,"X352",0.0759,"plate 1","H8","I1R14","Alteromonadales","Pseudoalteromonas carrageenovora",0.0825,"Serine - C",0.0825
46.1291666666667,"X354",0.0619,"plate 1","H9","I2M14","Pseudomonadales",NA,0.0643,"Serine - C",0.0643
46.1291666666667,"X356",0.1143,"plate 1","H10","I2M16","Pseudomonadales","Neptunomonas phycophila",0.1826,"Serine - C",0.1826
46.1291666666667,"X360",0.0686,"plate 1","H12","I2M19","Flavobacteriales",NA,0.1153,"Serine - C",0.1153
50.0172222222222,"X2",0.0772,"plate 1","A1","1A01","Vibrionales","Vibrio lentus/splendidus",0.0707,"Serine - C",0.0772
50.0172222222222,"X4",0.1937,"plate 1","A2","3B05","Pseudomonadales","Neptunomonas phycophila",0.1457,"Serine - C",0.1937
50.0172222222222,"X6",0.0715,"plate 1","A3","3C02","Vibrionales","Vibrio splendidus",0.0649,"Serine - C",0.0715
50.0172222222222,"X8",0.1002,"plate 1","A4","3D04","Alteromonadales","Alteromonas stellipolaris",0.0904,"Serine - C",0.1002
50.0172222222222,"X10",0.1994,"plate 1","A5","4B03","Alteromonadales","Alteromonas sp000597705",0.1714,"Serine - C",0.1994
50.0172222222222,"X12",0.1164,"plate 1","A6","4B04","Vibrionales","Vibrio splendidus",0.0647,"Serine - C",0.1164
50.0172222222222,"X14",0.0717,"plate 1","A7","4D01","Alteromonadales","Pseudoalteromonas marina",0.0674,"Serine - C",0.0717
50.0172222222222,"X16",0.0706,"plate 1","A8","4G03","Flavobacteriales","Tenacibaculum discolor",0.066,"Serine - C",0.0706
50.0172222222222,"X18",0.0752,"plate 1","A9","4G09","Alteromonadales","Pseudoalteromonas marina",0.0632,"Serine - C",0.0752
50.0172222222222,"X20",0.0868,"plate 1","A10","5F06","Flavobacteriales","Maribacter dokdonensis",0.08,"Serine - C",0.0868
50.0172222222222,"X22",0.1034,"plate 1","A11","5G01","Pseudomonadales","Neptunomonas phycophila",0.0953,"Serine - C",0.1034
50.0172222222222,"X24",0.0853,"plate 1","A12","6B07","Flavobacteriales","Maribacter dokdonensis",0.1074,"Serine - C",0.1074
50.0172222222222,"X50",0.0787,"plate 1","B1","6C01","Alteromonadales","Alteromonas stellipolaris",0.0741,"Serine - C",0.0787
50.0172222222222,"X52",0.1314,"plate 1","B2","6D03","Vibrionales","Vibrio penaeicida",0.1215,"Serine - C",0.1314
50.0172222222222,"X54",0.4636,"plate 1","B3","6E01","Vibrionales","Vibrio penaeicida",0.4556,"Serine - C",0.4636
50.0172222222222,"X56",0.0632,"plate 1","B4","6E02","Vibrionales","Vibrio splendidus",0.0621,"Serine - C",0.0632
50.0172222222222,"X58",0.0665,"plate 1","B5","6E03","Vibrionales","Vibrio splendidus",0.0698,"Serine - C",0.0698
50.0172222222222,"X60",0.0921,"plate 1","B6","B3R02_2","Alteromonadales",NA,0.0668,"Serine - C",0.0921
50.0172222222222,"X62",0.0698,"plate 1","B7","A1M10","Flavobacteriales","Cellulophaga lytica",0.0671,"Serine - C",0.0698
50.0172222222222,"X64",0.0744,"plate 1","B8","A1R05","Alteromonadales","Paraglaciecola chathamensis",0.0734,"Serine - C",0.0744
50.0172222222222,"X66",0.0848,"plate 1","B9","A1R06","Alteromonadales","Pseudoalteromonas carrageenovora",0.0882,"Serine - C",0.0882
50.0172222222222,"X68",0.0839,"plate 1","B10","A1R11","Alteromonadales","Pseudoalteromonas carrageenovora",0.0835,"Serine - C",0.0839
50.0172222222222,"X70",0.0683,"plate 1","B11","A2M07","Flavobacteriales",NA,0.072,"Serine - C",0.072
50.0172222222222,"X72",0.8889,"plate 1","B12","A2R01","Pseudomonadales","Cobetia amphilecti",0.4861,"Serine - C",0.8889
50.0172222222222,"X98",0.0927,"plate 1","C1","A2R16","Pseudomonadales","Neptunomonas phycophila",0.0886,"Serine - C",0.0927
50.0172222222222,"X100",0.0654,"plate 1","C2","A2R20","Pseudomonadales",NA,0.063,"Serine - C",0.0654
50.0172222222222,"X102",0.0665,"plate 1","C3","A3M03","Flavobacteriales","Zobellia galactanivorans",0.0648,"Serine - C",0.0665
50.0172222222222,"X104",0.1358,"plate 1","C4","A3R06","Rhodobacterales","Epibacterium mobile",0.1421,"Serine - C",0.1421
50.0172222222222,"X106",0.0666,"plate 1","C5","B1M15","Flavobacteriales","Cobetia amphilecti",0.0682,"Serine - C",0.0682
50.0172222222222,"X108",0.2324,"plate 1","C6","B1R08","Pseudomonadales",NA,0.2093,"Serine - C",0.2324
50.0172222222222,"X110",0.0728,"plate 1","C7","B1R10","Alteromonadales","Cobetia marina",0.0737,"Serine - C",0.0737
50.0172222222222,"X112",0.1008,"plate 1","C8","B1R15","Alteromonadales","Shewanella sp002873615",0.1058,"Serine - C",0.1058
50.0172222222222,"X114",0.2924,"plate 1","C9","B2M13","Pseudomonadales","Shewanella sp002873615",0.2778,"Serine - C",0.2924
50.0172222222222,"X116",0.0795,"plate 1","C10","A3R12","Alteromonadales","Paraglaciecola chathamensis",0.0811,"Serine - C",0.0811
50.0172222222222,"X118",0.2021,"plate 1","C11","B2R09","Rhodobacterales","Roseovarius nubinhibens",0.2005,"Serine - C",0.2021
50.0172222222222,"X120",0.082,"plate 1","C12","B3M03","Rhodobacterales",NA,0.0799,"Serine - C",0.082
50.0172222222222,"X146",0.0675,"plate 1","D1","B3M08","Rhodobacterales",NA,0.0721,"Serine - C",0.0721
50.0172222222222,"X148",0.0714,"plate 1","D2","G2R10","Vibrionales","Vibrio splendidus",0.0723,"Serine - C",0.0723
50.0172222222222,"X150",0.0693,"plate 1","D3","B3R02","Alteromonadales",NA,0.0681,"Serine - C",0.0693
50.0172222222222,"X152",0.0693,"plate 1","D4","C2M01","Vibrionales",NA,0.0631,"Serine - C",0.0693
50.0172222222222,"X154",0.0792,"plate 1","D5","C2M04","Alteromonadales","Agarivorans sp005405585",0.0698,"Serine - C",0.0792
50.0172222222222,"X156",0.1121,"plate 1","D6","C2R09","Rhodobacterales",NA,0.3831,"Serine - C",0.1121
50.0172222222222,"X158",0.0668,"plate 1","D7","C2R11","Alteromonadales","Shewanella sp002873135",0.0645,"Serine - C",0.0668
50.0172222222222,"X160",0.1642,"plate 1","D8","C2R13","Pseudomonadales","Cobetia amphilecti",0.2155,"Serine - C",0.2155
50.0172222222222,"X162",0.0733,"plate 1","D9","C2R21","Alteromonadales","Pseudoalteromonas carrageenovora",0.0782,"Serine - C",0.0782
50.0172222222222,"X164",0.0734,"plate 1","D10","C3M06","Rhodobacterales",NA,0.0662,"Serine - C",0.0734
50.0172222222222,"X166",0.0898,"plate 1","D11","C3M08","Alteromonadales","Pseudoalteromonas carrageenovora",0.0929,"Serine - C",0.0929
50.0172222222222,"X168",0.0881,"plate 1","D12","C3M10","Alteromonadales","Pseudoalteromonas carrageenovora",0.0886,"Serine - C",0.0886
50.0172222222222,"X194",0.0637,"plate 1","E1","C3M11","Flavobacteriales",NA,0.0636,"Serine - C",0.0637
50.0172222222222,"X198",0.0957,"plate 1","E3","B3M02","Alteromonadales","Psychromonas sp003318165",0.0989,"Serine - C",0.0989
50.0172222222222,"X202",0.0667,"plate 1","E5","C3R12","Vibrionales","Vibrio sp000272145",0.0669,"Serine - C",0.0669
50.0172222222222,"X204",0.1805,"plate 1","E6","C3R14","Alteromonadales","Shewanella sp002873135",0.0661,"Serine - C",0.0661
50.0172222222222,"X206",0.0672,"plate 1","E7","D2M19","Pseudomonadales",NA,0.0682,"Serine - C",0.0682
50.0172222222222,"X208",0.0661,"plate 1","E8","D2R05","Alteromonadales",NA,0.0637,"Serine - C",0.0661
50.0172222222222,"X210",0.1077,"plate 1","E9","C2R07_2","Rhodobacterales",NA,0.1116,"Serine - C",0.1116
50.0172222222222,"X212",0.0933,"plate 1","E10","D3M06","Pseudomonadales","Acinetobacter guillouiae",0.0847,"Serine - C",0.0933
50.0172222222222,"X214",0.0642,"plate 1","E11","D3M17","Flavobacteriales","Arenibacter palladensis",0.0643,"Serine - C",0.0643
50.0172222222222,"X216",0.0728,"plate 1","E12","AS88","Alteromonadales",NA,0.0692,"Serine - C",0.0728
50.0172222222222,"X242",0.0698,"plate 1","F1","D3R04","Alteromonadales","Shewanella sp002873135",0.0634,"Serine - C",0.0698
50.0172222222222,"X244",0.0641,"plate 1","F2","AS94","Flavobacteriales",NA,0.0645,"Serine - C",0.0645
50.0172222222222,"X246",0.0656,"plate 1","F3","D3R19","Flavobacteriales",NA,0.0691,"Serine - C",0.0691
50.0172222222222,"X250",0.2581,"plate 1","F5","E2M18","Vibrionales",NA,0.2465,"Serine - C",0.2581
50.0172222222222,"X252",0.0765,"plate 1","F6","E2R12","Alteromonadales","Paraglaciecola chathamensis",0.0729,"Serine - C",0.0765
50.0172222222222,"X254",0.0641,"plate 1","F7","12B01","Vibrionales","Vibrio splendidus",0.066,"Serine - C",0.066
50.0172222222222,"X256",0.0895,"plate 1","F8","E3M02","Rhodobacterales",NA,0.0863,"Serine - C",0.0895
50.0172222222222,"X258",0.0735,"plate 1","F9","YB2","Vibrionales","Vibrio coralliilyticus",0.0677,"Serine - C",0.0735
50.0172222222222,"X260",0.0665,"plate 1","F10","E3M18","Flavobacteriales",NA,0.074,"Serine - C",0.074
50.0172222222222,"X264",0.0724,"plate 1","F12","AS40","Flavobacteriales","Algibacter lectus",0.0762,"Serine - C",0.0762
50.0172222222222,"X290",0.0652,"plate 1","G1","B2R14_2","Flavobacteriales",NA,0.065,"Serine - C",0.0652
50.0172222222222,"X292",0.0743,"plate 1","G2","F1R01","Alteromonadales","Shewanella sp002873615",0.0781,"Serine - C",0.0781
50.0172222222222,"X294",0.0707,"plate 1","G3","F1R06","Alteromonadales","Pseudoalteromonas carrageenovora",0.0729,"Serine - C",0.0729
50.0172222222222,"X296",0.0809,"plate 1","G4","F2M12","Alteromonadales","Alteromonas stellipolaris",0.0783,"Serine - C",0.0809
50.0172222222222,"X298",0.0649,"plate 1","G5","F2R02","Vibrionales","Vibrio splendidus",0.0624,"Serine - C",0.0649
50.0172222222222,"X300",0.0643,"plate 1","G6","F2R05","Vibrionales","Vibrio splendidus",0.0655,"Serine - C",0.0655
50.0172222222222,"X302",0.0745,"plate 1","G7","F2R13","Rhodobacterales","Shimia thalassica",0.0716,"Serine - C",0.0745
50.0172222222222,"X304",0.0666,"plate 1","G8","F3M04","Flavobacteriales","Zobellia uliginosa",0.0696,"Serine - C",0.0696
50.0172222222222,"X306",0.0938,"plate 1","G9","F3M06","Alteromonadales","Alteromonas stellipolaris",0.0903,"Serine - C",0.0938
